age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
50대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
10대,normal,level2, Never-married, Adm-clerical, Own-child, White, Female,20, United-States,0,zero
20대,normal,level3, Never-married, Farming-fishing, Not-in-family, White, Female,50, United-States,0,zero
30대,normal,level2, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States,0,zero
60대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Adm-clerical, Wife, White, Female,20, United-States,1,zero
30대,normal,level2, Divorced, Sales, Not-in-family, White, Female,60, United-States,0,zero
20대,normal,level1, Never-married, Priv-house-serv, Not-in-family, White, Female,40, Guatemala,0,zero
20대,normal,level3, Never-married, Tech-support, Own-child, White, Male,30, United-States,0,zero
60대,normal,level2, Divorced, Adm-clerical, Not-in-family, White, Female,25, United-States,0,zero
20대,normal,level3, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,40,temp,0,zero
40대,normal,level3, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,40, United-States,0,zero
30대,normal,level2, Never-married,temp, Not-in-family, Black, Female,40, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Sales, Not-in-family, White, Male,40, United-States,0,zero
70대,normal,level2, Widowed, Priv-house-serv, Unmarried, White, Female,12, Cuba,0,zero
50대,normal,level1, Divorced, Other-service, Unmarried, Black, Female,40, Dominican-Republic,0,zero
20대,normal,level3, Never-married,temp, Not-in-family, White, Male,60, United-States,0,zero
40대,normal,level2, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,37, China,0,zero
40대,normal,level3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,temp,0,zero
20대,normal,level3, Married-spouse-absent, Sales, Own-child, Other, Female,22, Dominican-Republic,0,zero
50대,normal,level3, Married-spouse-absent, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,zero
30대,normal,level2, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,0,positive
30대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,1,zero
20대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States,0,zero
30대,normal,level3, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,50, United-States,0,zero
30대,normal,level3, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,45, Mexico,0,zero
30대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,42, United-States,1,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Female,15, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
30대,normal,level3, Never-married, Craft-repair, Not-in-family, White, Male,25, United-States,0,zero
20대,normal,level3, Never-married,temp, Own-child, Asian-Pac-Islander, Female,15, United-States,0,zero
30대,normal,level3, Divorced, Other-service, Not-in-family, White, Male,40, United-States,0,zero
40대,other,level3, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,1,positive
20대,normal,level2, Never-married, Other-service, Own-child, White, Female,36, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,35, United-States,1,positive
60대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,50, United-States,1,negative
50대,normal,level4, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1,zero
50대,normal,level2, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,45, United-States,0,zero
50대,normal,level2, Separated, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Divorced, Adm-clerical, Own-child, White, Female,40, United-States,0,zero
60대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
30대,normal,level3, Never-married, Machine-op-inspct, Not-in-family, White, Male,48, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
10대,normal,level2, Never-married, Handlers-cleaners, Own-child, White, Male,10, United-States,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
40대,normal,level2, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,1,zero
50대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, Jamaica,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,negative
40대,normal,level4, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Own-child, White, Female,40, United-States,0,zero
30대,normal,level2, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
60대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, Columbia,1,negative
20대,normal,level3, Never-married,temp, Own-child, White, Male,35, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,56, United-States,0,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,0,zero
10대,normal,level2, Never-married, Other-service, Unmarried, White, Female,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,42, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
20대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0,zero
20대,normal,level4, Never-married, Prof-specialty, Not-in-family, Black, Male,42, United-States,0,zero
70대,normal,level1, Divorced, Priv-house-serv, Not-in-family, Black, Female,6, United-States,0,zero
40대,normal,level4, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,40,temp,0,zero
20대,normal,level2, Never-married, Other-service, Own-child, White, Male,37, United-States,0,zero
20대,normal,level1, Separated, Handlers-cleaners, Other-relative, White, Male,40, El-Salvador,0,zero
20대,normal,level2, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States,0,zero
10대,normal,level3, Never-married, Adm-clerical, Own-child, White, Male,28, United-States,0,zero
20대,normal,level3, Never-married, Other-service, Own-child, White, Male,15, United-States,0,zero
30대,normal,level2, Divorced, Craft-repair, Own-child, White, Male,50, United-States,0,zero
60대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Sales, Own-child, White, Female,48, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Transport-moving, Own-child, White, Male,30, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, Black, Male,38, United-States,1,zero
60대,normal,level3, Divorced, Exec-managerial, Not-in-family, White, Female,35, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
60대,normal,level2, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,63, South,0,zero
20대,normal,level3, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States,0,zero
50대,normal,level2, Never-married, Sales, Not-in-family, White, Male,48, United-States,1,negative
50대,normal,level3, Widowed, Other-service, Unmarried, White, Female,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States,1,zero
50대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,negative
40대,normal,level1, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0,negative
20대,normal,level3, Never-married, Other-service, Not-in-family, White, Female,20, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Transport-moving, Husband, White, Male,25,temp,0,zero
20대,normal,level3, Never-married, Other-service, Own-child, White, Female,10, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, United-States,0,positive
50대,normal,level2, Divorced, Other-service, Unmarried, Black, Female,20, United-States,0,zero
20대,normal,level3, Married-spouse-absent, Tech-support, Unmarried, Black, Female,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38, United-States,0,negative
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,38, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
10대,normal,level2, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States,0,zero
60대,normal,level1, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States,1,positive
30대,other,level3, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,40, United-States,0,zero
40대,other,level3, Married-civ-spouse, Sales, Husband, White, Male,40,temp,1,zero
50대,normal,level2, Separated, Sales, Other-relative, Amer-Indian-Eskimo, Female,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,30, Peru,0,zero
30대,normal,level2, Never-married, Handlers-cleaners, Not-in-family, White, Male,50, United-States,0,positive
20대,normal,level2, Never-married, Farming-fishing, Own-child, Black, Male,30, United-States,0,zero
20대,normal,level3, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,0,zero
40대,other,level4, Separated, Prof-specialty, Not-in-family, White, Male,35, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1,positive
30대,normal,level2, Separated, Protective-serv, Not-in-family, Black, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,50, United-States,1,zero
20대,normal,level2, Married-civ-spouse, Sales, Husband, Black, Male,37, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,35, United-States,1,zero
20대,normal,level2, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,negative
60대,normal,level1, Divorced,temp, Not-in-family, Black, Male,35, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Tech-support, Husband, White, Male,38, United-States,1,positive
40대,normal,level3, Married-civ-spouse,temp, Wife, Black, Female,35, United-States,1,zero
20대,normal,level3, Never-married, Other-service, Own-child, White, Male,32, United-States,0,zero
80대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States,0,zero
40대,normal,level4, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
50대,normal,level2, Divorced, Adm-clerical, Not-in-family, White, Female,16, United-States,0,zero
10대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,24, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, United-States,0,zero
30대,normal,level2, Divorced,temp, Not-in-family, Asian-Pac-Islander, Female,42,temp,0,zero
30대,normal,level2, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Adm-clerical, Own-child, White, Male,40, United-States,0,zero
40대,normal,level1, Separated, Farming-fishing, Not-in-family, Black, Male,40, United-States,0,zero
20대,normal,level2, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Farming-fishing, Husband, White, Male,78, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States,0,zero
40대,normal,level2, Separated, Exec-managerial, Unmarried, White, Female,15, Ecuador,0,zero
30대,other,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
30대,normal,level1, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level3, Divorced, Prof-specialty, Not-in-family, White, Male,30, United-States,1,negative
30대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level2, Never-married, Sales, Unmarried, Black, Female,25, United-States,0,zero
50대,normal,level3, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,15, United-States,0,zero
20대,normal,level2, Never-married, Protective-serv, Own-child, White, Male,48, United-States,0,zero
60대,normal,level1, Divorced, Craft-repair, Own-child, White, Male,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,20, United-States,0,zero
10대,normal,level2, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States,0,zero
40대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,28, United-States,0,zero
70대,normal,level2, Widowed,temp, Not-in-family, White, Female,15, United-States,0,zero
50대,normal,level3, Widowed, Exec-managerial, Unmarried, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Sales, Unmarried, White, Female,60, United-States,0,zero
60대,normal,level2, Married-civ-spouse,temp, Husband, Black, Male,6, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,1,zero
20대,normal,level3, Never-married,temp, Own-child, White, Male,42, United-States,0,zero
30대,normal,level2, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States,0,zero
20대,normal,level1, Never-married, Craft-repair, Own-child, Black, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States,0,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Female,40, United-States,0,negative
50대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Male,20, United-States,0,zero
40대,normal,level3, Divorced, Other-service, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States,0,zero
30대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,0,zero
30대,normal,level3, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States,0,zero
40대,normal,level2, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
10대,other,level2, Never-married, Adm-clerical, Own-child, White, Female,16, United-States,0,zero
20대,normal,level3, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,35, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,1,zero
20대,normal,level4, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,negative
40대,normal,level1, Separated,temp, Not-in-family, Amer-Indian-Eskimo, Female,20, United-States,0,zero
50대,normal,level3, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,42, United-States,1,zero
20대,normal,level3, Never-married, Transport-moving, Not-in-family, Black, Male,40, United-States,0,zero
50대,normal,level2, Separated, Adm-clerical, Unmarried, Black, Female,35, United-States,0,positive
20대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0,positive
50대,normal,level3, Married-civ-spouse, Farming-fishing, Husband, White, Male,48, United-States,1,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Unmarried, White, Female,20, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
20대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
10대,normal,level1, Never-married, Machine-op-inspct, Other-relative, White, Male,40, Mexico,0,zero
50대,normal,level3, Married-civ-spouse, Other-service, Husband, White, Male,50, United-States,1,zero
40대,normal,level3, Separated, Exec-managerial, Unmarried, Black, Female,60, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Protective-serv, Husband, White, Male,52, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Tech-support, Husband, White, Male,25, United-States,0,zero
20대,normal,level3, Never-married, Exec-managerial, Own-child, White, Male,40, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Own-child, Black, Male,36, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,35, Puerto-Rico,1,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,70,temp,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,zero
50대,normal,level2, Never-married, Sales, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level3, Divorced, Sales, Not-in-family, White, Female,38, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
30대,other,level3, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,1,zero
40대,normal,level2, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level3, Divorced, Exec-managerial, Unmarried, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Sales, Not-in-family, White, Female,25, United-States,0,zero
20대,normal,level2, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States,0,zero
10대,normal,level2, Never-married, Sales, Own-child, White, Female,22, United-States,0,zero
30대,normal,level3, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,0,zero
60대,normal,level2, Widowed, Sales, Not-in-family, White, Female,35, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,positive
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,1,zero
40대,normal,level4, Separated, Tech-support, Not-in-family, White, Male,40, United-States,1,positive
40대,normal,level2, Never-married, Tech-support, Not-in-family, White, Male,40, United-States,0,negative
40대,normal,level3, Divorced, Craft-repair, Own-child, White, Male,30, Thailand,0,zero
50대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States,1,zero
20대,normal,level3, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,44, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, United-States,0,zero
60대,normal,level2, Married-civ-spouse,temp, Husband, White, Male,42, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,positive
30대,normal,level3, Married-civ-spouse, Other-service, Wife, White, Female,50, United-States,0,zero
70대,normal,level2, Widowed, Other-service, Not-in-family, White, Male,17, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,48, United-States,1,zero
20대,normal,level3, Separated, Adm-clerical, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Divorced, Exec-managerial, Not-in-family, White, Female,36, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,40, Cuba,1,zero
20대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,52, United-States,1,zero
50대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Sales, Own-child, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Protective-serv, Own-child, White, Male,33, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1,zero
50대,other,level2, Married-civ-spouse, Other-service, Husband, White, Male,30, United-States,0,zero
40대,normal,level2, Never-married, Adm-clerical, Not-in-family, White, Male,44, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,65, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, Mexico,0,zero
50대,normal,level3, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female,90, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,40, India,0,zero
40대,normal,level1, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
50대,normal,level2, Widowed, Exec-managerial, Not-in-family, White, Female,80, United-States,0,zero
10대,normal,level2, Never-married, Adm-clerical, Own-child, White, Female,23, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,65, United-States,0,positive
10대,normal,level2, Never-married,temp, Own-child, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States,1,zero
70대,normal,level4, Widowed, Adm-clerical, Not-in-family, Black, Female,20, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Sales, Wife, Black, Female,45, United-States,1,positive
60대,normal,level2, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Separated, Craft-repair, Unmarried, Black, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Prof-specialty, Own-child, White, Female,20, United-States,0,zero
50대,normal,level2, Married-civ-spouse,temp, Husband, White, Male,60, United-States,0,zero
40대,normal,level3, Separated, Prof-specialty, Unmarried, White, Female,50, United-States,0,zero
70대,normal,level2, Married-civ-spouse, Other-service, Husband, White, Male,40, Canada,0,negative
10대,normal,level1, Never-married,temp, Other-relative, White, Female,40, United-States,0,zero
30대,normal,level2, Divorced, Craft-repair, Own-child, White, Male,35, United-States,0,zero
30대,normal,level2, Married-AF-spouse, Other-service, Wife, White, Female,25, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
70대,normal,level2, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Farming-fishing, Own-child, White, Male,20, United-States,0,zero
60대,normal,level2, Divorced, Sales, Other-relative, White, Female,38, United-States,0,zero
40대,normal,level3, Divorced, Machine-op-inspct, Unmarried, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,0,zero
50대,other,level2, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,21, China,0,zero
20대,normal,level2, Separated, Exec-managerial, Not-in-family, White, Female,40, United-States,0,zero
40대,normal,level3, Divorced, Prof-specialty, Not-in-family, White, Female,43, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,18, United-States,0,zero
40대,normal,level4, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States,1,zero
20대,normal,level2, Never-married, Handlers-cleaners, Unmarried, White, Male,40, United-States,0,zero
30대,normal,level2, Widowed,temp, Unmarried, White, Female,36, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,positive
40대,normal,level3, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,60, United-States,1,positive
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Male,15, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,1,zero
50대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Separated, Machine-op-inspct, Not-in-family, White, Female,40, United-States,0,zero
40대,other,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States,0,zero
40대,normal,level2, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Male,30, United-States,0,zero
40대,normal,level3, Never-married, Sales, Unmarried, White, Female,50, United-States,1,positive
30대,normal,level3, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level4, Never-married,temp, Not-in-family, Black, Female,40, United-States,0,zero
20대,normal,level1, Never-married, Handlers-cleaners, Unmarried, White, Male,40, Guatemala,0,zero
30대,normal,level3, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,zero
50대,other,level3, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,35, Taiwan,0,zero
